truth_class,Predicted_class
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,opening bottle
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,golf driving
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
Archery,archery
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,pushing car
BabyCrawling,reading book
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,cleaning floor
BabyCrawling,pushing car
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,walking the dog
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BabyCrawling,crawling baby
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,somersaulting
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,dancing ballet
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,dancing ballet
BalanceBeam,dancing ballet
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,vault
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BalanceBeam,gymnastics tumbling
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,playing bagpipes
BandMarching,playing bagpipes
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,playing bagpipes
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,marching
BandMarching,playing bagpipes
BandMarching,marching
BandMarching,playing bagpipes
BandMarching,marching
BandMarching,marching
BandMarching,marching
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,kicking soccer ball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing frisbee
BaseballPitch,kicking soccer ball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,catching or throwing baseball
BaseballPitch,hitting baseball
BaseballPitch,hitting baseball
BaseballPitch,catching or throwing baseball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dribbling basketball
Basketball,playing basketball
Basketball,playing basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,playing basketball
Basketball,dunking basketball
Basketball,playing basketball
Basketball,dunking basketball
Basketball,playing basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,playing basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,shooting basketball
Basketball,playing basketball
Basketball,dunking basketball
Basketball,shooting basketball
Basketball,playing basketball
Basketball,passing American football (not in game)
